id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,image_id
5467910190,20140527T000000,0.325,-0.3952633469113528,-0.4744514352687815,-0.3239326236546918,13095,1.0,0,0,4,9,1780,0,1983,0,98042,-1.3966075433561138,0.4422884680170308,2750,13095,6325
9331800580,20150310T000000,0.257,-1.4689637818048782,-1.452583229680216,-1.1836530119640563,3700,1.0,0,0,3,6,800,200,1929,0,98118,-0.06017248053923344,-0.5399582079430109,1270,5000,13473
2407000405,20150226T000000,0.2285,-0.3952633469113528,-1.452583229680216,-1.0954765618810445,7486,1.5,0,0,3,6,990,90,1942,0,98146,-0.5528474604533232,-0.8602560370603146,1170,7800,17614
5466700290,20150108T000000,0.288,-0.3952633469113528,0.17763642767217477,0.017751120416978707,7500,1.0,0,0,4,7,1280,810,1977,0,98031,-1.1936138932741864,0.29993387729821785,1800,7350,16970
3026059361,20150417T000000,0.479,-1.4689637818048782,0.5036803591426529,-0.36691864307016,1439,2.0,0,0,3,8,1446,295,2007,0,98034,1.040038654958137,0.03657788446831792,2090,10454,20868
1523069096,20140811T000000,0.4599,-0.3952633469113528,-0.4744514352687815,0.29330252692639036,51836,1.5,0,0,3,8,1510,830,1978,0,98027,-0.5470682818033178,1.2750628237222834,2060,77536,8993
3876312010,20140603T000000,0.4495,1.752137522875698,0.829724290613131,-0.037359160884903625,7488,1.0,0,0,4,7,1200,840,1969,0,98034,1.2177483984462139,0.29993387729821785,1530,7488,10432
8832900135,20150113T000000,0.769,1.752137522875698,0.17763642767217477,1.373464040443284,13138,1.0,0,2,4,9,1900,1420,1964,0,98028,1.4351899951531548,-0.39048588768822196,2820,13138,10163
9238900616,20140610T000000,0.68,-0.3952633469113528,-0.4744514352687815,-0.3459767361754447,8400,1.0,0,0,4,8,1460,300,1960,0,98136,-0.17936804019587718,-1.2517311615371765,1980,8400,17889
4142450040,20150327T000000,0.2935,-0.3952633469113528,0.5036803591426529,-0.5113075800810917,5024,2.0,0,0,3,7,1610,0,2004,0,98038,-1.2788567783619715,1.2181209874346774,1790,3717,13246
9282800065,20150329T000000,0.203,-0.3952633469113528,-0.4744514352687815,-0.9742339430169032,6000,1.0,0,0,3,7,1190,0,1952,2015,98178,-0.4170367621778883,-0.15560081300212503,1200,6000,7958
5379800862,20150429T000000,0.36,1.752137522875698,1.1557682220836092,0.4476113145716609,7200,1.0,0,0,3,7,1560,920,1999,0,98188,-0.7348915879289554,-0.49013410119138084,1910,9432,14227
2459950010,20140722T000000,0.258,-0.3952633469113528,-0.14840750379830334,-0.753792817809374,7200,1.0,0,0,3,7,1390,0,1996,0,98058,-0.9126013314170321,0.42805300894517984,1630,7340,5564
4435000520,20140926T000000,0.24599,-0.3952633469113528,-1.452583229680216,-1.1395647869225503,8410,1.0,0,0,3,7,1040,0,1942,2014,98188,-0.7753458384790445,-0.5328404784070349,1350,8410,2154
1552800010,20150311T000000,0.352,1.752137522875698,0.829724290613131,0.9987141275904843,9838,1.0,0,0,3,7,1710,1270,1968,0,98030,-1.2976391089745403,-0.055952599498864955,2240,9838,5701
7549800543,20140612T000000,0.3,-0.3952633469113528,1.4818121535540874,-0.6656163677263622,1235,2.0,0,0,3,7,1180,290,2008,0,98108,-0.0478917259079463,-0.7036659872696508,1470,1243,21058
9828200460,20150106T000000,0.43,-1.4689637818048782,-1.452583229680216,-1.5143146997753503,4800,1.0,0,0,3,7,700,0,1922,0,98122,0.3927706461559922,-0.6111355033023668,1440,4800,6346
6345000160,20140827T000000,0.9,1.752137522875698,1.1557682220836092,2.50873583526206,37169,2.0,0,0,3,10,2950,1400,1972,0,98005,0.6607800560506344,0.3853466317295259,3280,41631,2298
7129304105,20140729T000000,0.285,0.6784370879821726,-0.14840750379830334,-0.3459767361754447,5500,1.0,0,1,3,7,780,980,1925,2004,98118,-0.30362038117124995,-0.3620149695444189,1510,5500,3168
4302201005,20141007T000000,0.3539,-0.3952633469113528,-0.4744514352687815,-0.566417861382974,5760,1.0,0,0,5,6,780,780,1927,0,98106,-0.23932701868981154,-1.0310815459229306,1320,7680,9405
2450500110,20140508T000000,0.78,0.6784370879821726,-0.4744514352687815,0.4476113145716609,9195,1.0,0,0,3,7,1390,1090,1950,0,98004,0.17099466546154726,0.13622609797157798,2440,9195,8704
5166700050,20150211T000000,0.6,1.752137522875698,0.17763642767217477,0.7562288898622019,6350,1.0,0,0,3,7,1380,1380,1958,0,98126,-0.03055418995787876,-1.1734361366418447,2060,6342,4767
1085623710,20140714T000000,0.447055,0.6784370879821726,0.5036803591426529,0.4123407345384562,4949,2.0,0,0,3,9,2448,0,2014,0,98030,-1.5714276975191879,0.25010977054658784,2815,5446,19979
1123049129,20150224T000000,0.2842,-0.3952633469113528,-0.4744514352687815,-0.588461973903727,6632,1.0,0,0,3,7,1070,470,1959,0,98178,-0.4553238207342511,-0.2694844855771349,2510,6618,9805
8566100200,20140508T000000,0.98,1.752137522875698,0.5036803591426529,1.1971111402772607,11470,1.0,0,0,4,9,1780,1380,1971,0,98040,-0.16997687488959273,-0.013246222283210965,3260,11470,896
